Stain5_AZ_1031173237_Nuclei_Radialdistribution_Fracatd_Mito_3Of4_old,Stain5_AZ_1031173237_Nuclei_Radialdistribution_Fracatd_Mito_3Of4_new,Stain5_AZ_1031173237_Cells_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173237_Cells_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173244_Nuclei_Radialdistribution_Fracatd_Mito_1Of4_old,Stain5_AZ_1031173244_Nuclei_Radialdistribution_Fracatd_Mito_1Of4_new,Stain5_AZ_1031173244_Cells_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173244_Cells_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173244_Cells_Radialdistribution_Fracatd_Mito_2Of4_old,Stain5_AZ_1031173244_Cells_Radialdistribution_Fracatd_Mito_2Of4_new,Stain5_AZ_1031173244_Cytoplasm_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173244_Cytoplasm_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173251_Cells_Radialdistribution_Fracatd_Dna_3Of4_old,Stain5_AZ_1031173251_Cells_Radialdistribution_Fracatd_Dna_3Of4_new,Stain5_AZ_1031173251_Cytoplasm_Radialdistribution_Fracatd_Mito_2Of4_old,Stain5_AZ_1031173251_Cytoplasm_Radialdistribution_Fracatd_Mito_2Of4_new,Stain5_AZ_1031173268_Nuclei_Radialdistribution_Fracatd_Er_4Of4_old,Stain5_AZ_1031173268_Nuclei_Radialdistribution_Fracatd_Er_4Of4_new,Stain5_AZ_1031173268_Cells_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173268_Cells_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173275_Nuclei_Radialdistribution_Fracatd_Agp_1Of4_old,Stain5_AZ_1031173275_Nuclei_Radialdistribution_Fracatd_Agp_1Of4_new,Stain5_AZ_1031173275_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_old,Stain5_AZ_1031173275_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_new,Stain5_AZ_1031173275_Cells_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173275_Cells_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173275_Cells_Radialdistribution_Fracatd_Rna_3Of4_old,Stain5_AZ_1031173275_Cells_Radialdistribution_Fracatd_Rna_3Of4_new,Stain5_AZ_1031173275_Cytoplasm_Radialdistribution_Fracatd_Agp_3Of4_old,Stain5_AZ_1031173275_Cytoplasm_Radialdistribution_Fracatd_Agp_3Of4_new,Stain5_AZ_1031173275_Cytoplasm_Radialdistribution_Fracatd_Er_4Of4_old,Stain5_AZ_1031173275_Cytoplasm_Radialdistribution_Fracatd_Er_4Of4_new,Stain5_AZ_1031173282_Nuclei_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173282_Nuclei_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173282_Cells_Radialdistribution_Fracatd_Agp_3Of4_old,Stain5_AZ_1031173282_Cells_Radialdistribution_Fracatd_Agp_3Of4_new,Stain5_AZ_1031173282_Cells_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173282_Cells_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173282_Cytoplasm_Radialdistribution_Fracatd_Agp_3Of4_old,Stain5_AZ_1031173282_Cytoplasm_Radialdistribution_Fracatd_Agp_3Of4_new,Stain5_AZ_1031173282_Cytoplasm_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173282_Cytoplasm_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173299_Nuclei_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173299_Nuclei_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173299_Nuclei_Radialdistribution_Fracatd_Er_3Of4_old,Stain5_AZ_1031173299_Nuclei_Radialdistribution_Fracatd_Er_3Of4_new,Stain5_AZ_1031173299_Cytoplasm_Radialdistribution_Fracatd_Agp_1Of4_old,Stain5_AZ_1031173299_Cytoplasm_Radialdistribution_Fracatd_Agp_1Of4_new,Stain5_AZ_1031173299_Cytoplasm_Radialdistribution_Fracatd_Mito_2Of4_old,Stain5_AZ_1031173299_Cytoplasm_Radialdistribution_Fracatd_Mito_2Of4_new,Stain5_AZ_1031173305_Nuclei_Radialdistribution_Fracatd_Agp_1Of4_old,Stain5_AZ_1031173305_Nuclei_Radialdistribution_Fracatd_Agp_1Of4_new,Stain5_AZ_1031173305_Nuclei_Radialdistribution_Fracatd_Er_3Of4_old,Stain5_AZ_1031173305_Nuclei_Radialdistribution_Fracatd_Er_3Of4_new,Stain5_AZ_1031173305_Nuclei_Radialdistribution_Fracatd_Er_4Of4_old,Stain5_AZ_1031173305_Nuclei_Radialdistribution_Fracatd_Er_4Of4_new,Stain5_AZ_1031173305_Cytoplasm_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173305_Cytoplasm_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173305_Cytoplasm_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173305_Cytoplasm_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173312_Cytoplasm_Radialdistribution_Fracatd_Agp_3Of4_old,Stain5_AZ_1031173312_Cytoplasm_Radialdistribution_Fracatd_Agp_3Of4_new,Stain5_AZ_1031173312_Cytoplasm_Radialdistribution_Fracatd_Er_3Of4_old,Stain5_AZ_1031173312_Cytoplasm_Radialdistribution_Fracatd_Er_3Of4_new,Stain5_AZ_1031173336_Cells_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173336_Cells_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173343_Nuclei_Radialdistribution_Fracatd_Agp_1Of4_old,Stain5_AZ_1031173343_Nuclei_Radialdistribution_Fracatd_Agp_1Of4_new,Stain5_AZ_1031173343_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_old,Stain5_AZ_1031173343_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_new,Stain5_AZ_1031173343_Cytoplasm_Radialdistribution_Fracatd_Dna_4Of4_old,Stain5_AZ_1031173343_Cytoplasm_Radialdistribution_Fracatd_Dna_4Of4_new,Stain5_AZ_1031173350_Cytoplasm_Radialdistribution_Fracatd_Mito_2Of4_old,Stain5_AZ_1031173350_Cytoplasm_Radialdistribution_Fracatd_Mito_2Of4_new,Stain5_AZ_1031173367_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_old,Stain5_AZ_1031173367_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_new,Stain5_AZ_1031173367_Cells_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173367_Cells_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173367_Cells_Radialdistribution_Fracatd_Dna_2Of4_old,Stain5_AZ_1031173367_Cells_Radialdistribution_Fracatd_Dna_2Of4_new,Stain5_AZ_1031173367_Cytoplasm_Radialdistribution_Fracatd_Dna_4Of4_old,Stain5_AZ_1031173367_Cytoplasm_Radialdistribution_Fracatd_Dna_4Of4_new,Stain5_AZ_1031173374_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_old,Stain5_AZ_1031173374_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_new,Stain5_AZ_1031173374_Cytoplasm_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173374_Cytoplasm_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173381_Nuclei_Radialdistribution_Fracatd_Mito_2Of4_old,Stain5_AZ_1031173381_Nuclei_Radialdistribution_Fracatd_Mito_2Of4_new,Stain5_AZ_1031173381_Nuclei_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173381_Nuclei_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173381_Cytoplasm_Radialdistribution_Fracatd_Mito_2Of4_old,Stain5_AZ_1031173381_Cytoplasm_Radialdistribution_Fracatd_Mito_2Of4_new,Stain5_AZ_1031173404_Nuclei_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173404_Nuclei_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173404_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_old,Stain5_AZ_1031173404_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_new,Stain5_AZ_1031173404_Cells_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173404_Cells_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173411_Nuclei_Radialdistribution_Fracatd_Agp_3Of4_old,Stain5_AZ_1031173411_Nuclei_Radialdistribution_Fracatd_Agp_3Of4_new,Stain5_AZ_1031173411_Nuclei_Radialdistribution_Fracatd_Dna_3Of4_old,Stain5_AZ_1031173411_Nuclei_Radialdistribution_Fracatd_Dna_3Of4_new,Stain5_AZ_1031173411_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_old,Stain5_AZ_1031173411_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_new,Stain5_AZ_1031173411_Cells_Radialdistribution_Fracatd_Rna_3Of4_old,Stain5_AZ_1031173411_Cells_Radialdistribution_Fracatd_Rna_3Of4_new,Stain5_AZ_1031173411_Cytoplasm_Radialdistribution_Fracatd_Er_4Of4_old,Stain5_AZ_1031173411_Cytoplasm_Radialdistribution_Fracatd_Er_4Of4_new,Stain5_AZ_1031173428_Cytoplasm_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173428_Cytoplasm_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173435_Nuclei_Radialdistribution_Fracatd_Er_4Of4_old,Stain5_AZ_1031173435_Nuclei_Radialdistribution_Fracatd_Er_4Of4_new,Stain5_AZ_1031173435_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_old,Stain5_AZ_1031173435_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_new,Stain5_AZ_1031173435_Cells_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173435_Cells_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173442_Nuclei_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173442_Nuclei_Radialdistribution_Fracatd_Agp_4Of4_new,Stain5_AZ_1031173442_Nuclei_Radialdistribution_Fracatd_Mito_3Of4_old,Stain5_AZ_1031173442_Nuclei_Radialdistribution_Fracatd_Mito_3Of4_new,Stain5_AZ_1031173442_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_old,Stain5_AZ_1031173442_Nuclei_Radialdistribution_Fracatd_Rna_4Of4_new,Stain5_AZ_1031173442_Cells_Radialdistribution_Fracatd_Er_3Of4_old,Stain5_AZ_1031173442_Cells_Radialdistribution_Fracatd_Er_3Of4_new,Stain5_AZ_1031173459_Nuclei_Radialdistribution_Fracatd_Mito_4Of4_old,Stain5_AZ_1031173459_Nuclei_Radialdistribution_Fracatd_Mito_4Of4_new,Stain5_AZ_1031173466_Nuclei_Radialdistribution_Fracatd_Mito_3Of4_old,Stain5_AZ_1031173466_Nuclei_Radialdistribution_Fracatd_Mito_3Of4_new,Stain5_AZ_1031173466_Cells_Radialdistribution_Fracatd_Agp_3Of4_old,Stain5_AZ_1031173466_Cells_Radialdistribution_Fracatd_Agp_3Of4_new,Stain5_AZ_1031173466_Cytoplasm_Radialdistribution_Fracatd_Agp_4Of4_old,Stain5_AZ_1031173466_Cytoplasm_Radialdistribution_Fracatd_Agp_4Of4_new
-0.54087,-0.54087,0.88557,0.88557,-0.12337,-0.12337,-0.44642,-0.44642,-2.5038,-2.5038,0.60877,0.60877,-2.8408,-2.8408,1.733,1.733,-1.209,-1.209,0.80159,0.80159,0.18949,0.18949,-1.2696,-1.2696,1.6283,1.6283,-2.0713,-2.0713,1.3308,1.3308,-0.049666,-0.049666,-4.4324,-4.4324,1.0797,1.0797,-0.49785,-0.49785,0.30997,0.30997,-0.74427,-0.74427,-1.4122,-1.4122,0.64355,0.64355,2.0235,2.0235,1.3995,1.3995,1.1464,1.1464,0.91421,0.91421,-1.0249,-1.0249,0.020841,0.020841,0.05078,0.05078,4.0804,4.0804,1.4181,1.4181,-0.84083,-0.84083,0.013943,0.013943,-0.78392,-0.78392,1.3079,1.3079,0.88306,0.88306,-1.755,-1.755,-8.4401,-8.4401,-0.92588,-0.92588,1.2465,1.2465,-3.3615,-3.3615,0.43058,0.43058,0.48538,0.48538,-0.40009,-0.40009,1.6294,1.6294,2.3966,2.3966,-0.2938,-0.2938,0.79669,0.79669,1.4296,1.4296,-1.0072,-1.0072,-0.22302,-0.22302,-1.5747,-1.5747,0.049514,0.049514,1.4791,1.4767,-1.063,-1.063,-2.0442,-2.0442,3.3541,3.3541,-3.6193,-3.6193,-0.33725,-0.33725,-1.5902,-1.5902,-1.2585,-1.2585,-1.1001,-1.1001,0.93623,0.93623,4.6169,4.6169,-0.98458,-0.98458
-6.4522,-6.4522,-8.5015,-8.5015,-3.6266,-3.6266,-6.0333,-6.0333,6.9425,6.9425,-18.612,-18.612,0.67809,0.67809,10.304,10.304,-2.6089,-2.6089,-6.8686,-6.8686,7.9362,7.9362,2.2516,2.2516,-2.469,-2.469,7.007,7.007,11.529,11.529,-3.5754,-3.5754,-12.632,-12.632,11.852,11.852,-6.0957,-6.0957,12.431,12.431,-13.627,-13.627,-2.3721,-2.3721,-3.8984,-3.8984,14.553,14.553,7.765,7.765,3.2922,3.2922,0.23736,0.23736,0.11108,0.11108,-6.7146,-6.7146,-9.5753,-9.5753,28.752,28.752,2.5649,2.5649,-2.562,-2.562,17.324,17.324,-1.8862,-1.8862,-4.8072,-4.8072,15.285,15.285,-0.083774,-0.083774,-11.379,-11.379,0.48225,0.48225,-2.4846,-2.4846,-4.1423,-4.1423,-4.0553,-4.0553,-13.194,-13.194,9.3696,9.3696,15.054,15.054,4.7406,4.7406,-3.4056,-3.4056,-5.8861,-5.8861,-1.6564,-1.6564,-3.8943,-3.8943,0.37532,0.37532,10.602,10.602,-11.319,-11.319,-13.801,-13.801,-1.8103,-1.8103,0.85781,0.85781,-8.7341,-8.7341,-4.1172,-4.1172,-15.017,-15.017,3.6254,3.6254,0.2753,0.2753,2.6611,2.6611,-7.4496,-7.4496,5.236,5.236,-19.368,-19.368
0.33088,0.33088,-1.5358,-1.5358,0.0953,0.0953,-1.8714,-1.8714,0.1056,0.1056,0.84398,0.84398,1.1101,1.1101,1.4549,1.4549,-6.8764,-6.8764,0.47452,0.47452,0.58173,0.58173,-0.87618,-0.87618,0.52168,0.52168,-1.5472,-1.5472,3.4402,3.4402,-0.69906,-0.69906,-3.0159,-3.0159,1.7978,1.7978,-0.49649,-0.49649,1.4507,1.4507,-0.13221,-0.13221,-0.76042,-0.76042,2.271,2.271,0.12507,0.12507,1.7266,1.7266,1.2171,1.2171,1.074,1.074,-0.80275,-0.80275,-0.67828,-0.67828,1.3711,1.3711,6.7895,6.7895,0.26621,0.26621,0.36231,0.36231,3.0884,3.0884,-3.653,-3.653,0.44004,0.44004,0.32579,0.32579,-3.9073,-3.9073,-7.7802,-7.7802,-0.04272,-0.04272,1.1163,1.1163,-3.2038,-3.2038,0.3113,0.3113,0.48538,0.48538,0.19062,0.19062,0.79777,0.79777,-0.86105,-0.86105,-1.5986,-1.5986,0.053849,0.053849,2.8084,2.8084,0.18312,0.18312,-3.8747,-3.8747,-1.3568,-1.3568,3.7003,3.7003,0.51214,0.51214,-2.671,-2.671,-4.3894,-4.3894,-0.42813,-0.42813,-5.4619,-5.4619,0.11242,0.11242,-2.049,-2.049,-3.2604,-3.2604,-2.0691,-2.0691,-1.0369,-1.0369,1.8902,1.8902,1.9805,1.9805
-0.20362,-0.20362,-2.0332,-2.0332,0.070182,0.070182,-0.35272,-0.35272,-3.536,-3.536,-0.24212,-0.24212,1.415,1.415,-0.075903,-0.075903,-5.4765,-5.4765,0.25251,0.25251,3.8972,3.8972,-1.6961,-1.6961,1.1747,1.1747,-1.9619,-1.9619,1.5547,1.5547,1.3324,1.3324,0.31797,0.31797,1.9191,1.9191,-1.023,-1.023,0.12151,0.12151,-1.2976,-1.2976,-1.1528,-1.1528,1.219,1.219,1.5053,1.5053,0.52898,0.52898,-1.7311,-1.7311,-0.068154,-0.068154,0.40424,0.40424,0.32209,0.32209,-0.51663,-0.51663,1.8061,1.8061,0.30973,0.30973,-0.45498,-0.45498,1.2026,1.2026,-0.0039793,-0.0039793,0.70598,0.70598,1.0455,1.0455,-2.6271,-2.6271,-6.9773,-6.9773,-0.041899,-0.041899,0.35925,0.35925,-1.5653,-1.5653,-0.44966,-0.44966,-1.2796,-1.2796,0.090072,0.090072,0.33139,0.33139,1.0141,1.0141,-1.9021,-1.9021,0.66552,0.66552,0.48647,0.48647,0.09156,0.09156,0.65817,0.65817,-3.7486,-3.7486,-0.21676,-0.21676,-0.61003,-0.61003,-2.1719,-2.1719,-2.9712,-2.9712,0.13952,0.13952,-2.7554,-2.7554,-1.8317,-1.8317,0.40195,0.40195,-0.99109,-0.99109,-1.5802,-1.5802,0.51342,0.51342,1.6114,1.6114,-0.33725,-0.33725
-2.787,-2.787,1.4388,1.4388,-2.9041,-2.9041,-0.39692,-0.39692,0.017033,0.017033,0.6399,0.6399,0.53887,0.53887,0.55405,0.55405,8.1321,8.1321,1.4049,1.4049,-1.4166,-1.4166,1.7226,1.7226,-0.49917,-0.49917,7.2257,7.2257,1.0755,1.0755,0.32203,0.32203,4.9816,4.9816,3.3361,3.3361,-0.34645,-0.34645,-0.0074392,-0.0074392,2.8081,2.8081,-0.22537,-0.22537,3.3477,3.3477,-0.9961,-0.9961,0.56605,0.56605,-4.0646,-4.0646,0.72619,0.72619,1.4234,1.4234,-0.76164,-0.76164,0.98911,0.98911,-3.2888,-3.2888,-2.1323,-2.1323,-1.0459,-1.0459,-4.6674,-4.6674,-0.67648,-0.67648,0.6185,0.6185,0.57332,0.57332,2.7474,2.7474,2.2315,2.2315,0.85441,0.85441,0.14346,0.14346,0.38857,0.38857,1.869,1.869,-11.05,-11.05,5.7834,5.7834,-1.3895,-1.3895,5.1185,5.1185,-0.12276,-0.12276,-0.5951,-0.5951,0.28949,0.28949,0.042728,0.042728,4.8139,4.8139,4.7759,4.7759,1.7374,1.7374,2.9499,2.9499,-0.9227,-0.9227,0.52922,0.52922,-3.2058,-3.2058,0.59364,0.59364,-2.4533,-2.4533,3.896,3.896,3.4373,3.4373,3.6037,3.6037,1.2886,1.2886,0.52483,0.52483,2.5463,2.5463
-0.42633,-0.42633,-2.2176,-2.2176,1.3231,1.3231,-2.3788,-2.3788,1.3524,1.3524,0.2525,0.2525,0.82691,0.82691,1.9221,1.9221,-4.0088,-4.0088,-0.079651,-0.079651,1.557,1.557,-0.84311,-0.84311,-0.079888,-0.079888,-0.39877,-0.39877,3.0391,3.0391,0.081708,0.081708,-6.9858,-6.9858,0.6478,0.6478,-0.55923,-0.55923,1.4159,1.4159,0.77364,0.77364,-1.9278,-1.9278,0.34653,0.34653,-0.75936,-0.75936,0.23541,0.23541,2.6721,2.6721,1.3278,1.3278,-1.1967,-1.1967,-0.5305,-0.5305,0.77715,0.77715,5.2398,5.2398,1.7483,1.7483,-0.45042,-0.45042,4.3816,4.3816,-3.5177,-3.5177,-0.46803,-0.46803,0.94134,0.94134,-1.5831,-1.5831,-6.8636,-6.8636,0.56276,0.56276,-1.0801,-1.0801,-2.2911,-2.2911,0.37333,0.37333,-0.10716,-0.10716,0.78132,0.78132,-1.937,-1.937,-0.3205,-0.3205,-2.2304,-2.2304,-2.078,-2.078,2.1279,2.1279,1.056,1.056,-0.92289,-0.92289,-0.47993,-0.47993,1.5569,1.5569,-1.3908,-1.3908,-1.1197,-1.1197,-2.992,-2.992,0.35957,0.35957,-4.6193,-4.6193,-0.58853,-0.58853,-1.9784,-1.9784,-0.14552,-0.14552,-0.782,-0.782,-1.9127,-1.9127,2.3453,2.3453,-1.8628,-1.8628
-0.70631,-0.70631,0.9438,0.9438,-1.2049,-1.2049,-0.49946,-0.49946,-1.4205,-1.4205,0.89586,0.89586,-1.6022,-1.6022,-0.72494,-0.72494,-0.4539,-0.4539,0.49485,0.49485,-1.724,-1.724,1.63,1.63,1.3817,1.3817,-2.3129,-2.3129,2.4193,2.4193,1.6721,1.6721,-1.3779,-1.3779,0.85161,0.85161,-0.16777,-0.16777,0.32485,0.32485,0.23993,0.23993,0.059991,0.059991,1.745,1.745,1.3177,1.3177,0.037331,0.037331,-2.5525,-2.5525,-0.40657,-0.40657,0.56456,0.56456,-0.18378,-0.18378,1.9826,1.9826,6.3993,6.3993,0.24573,0.24573,-0.59474,-0.59474,-1.4884,-1.4884,0.66852,0.66852,-0.94744,-0.94744,-0.13392,-0.13392,1.1363,1.1363,-0.23892,-0.23892,-0.66792,-0.66792,-0.55334,-0.55334,-1.7119,-1.7119,0.80987,0.80987,-7.3564,-7.3564,3.7474,3.7474,-1.626,-1.626,2.5305,2.5305,-2.0042,-2.0042,-0.45702,-0.45702,0.75507,0.75507,-0.3113,-0.3113,1.6046,1.6046,-1.7407,-1.7407,3.093,3.093,2.1094,2.1094,-0.091731,-0.091731,0.716,0.716,1.0532,1.0532,-2.6107,-2.6107,-0.64143,-0.64143,1.2725,1.2725,-3.0205,-3.0205,0.11634,0.11634,-0.21141,-0.21141,-0.032802,-0.032802,1.048,1.048
0.32452,0.32452,-0.20138,-0.20138,-0.28442,-0.28442,-1.0193,-1.0193,-0.38153,-0.38153,0.59839,0.59839,-0.094813,-0.094813,0.4186,0.4186,-2.7107,-2.7107,0.20675,0.20675,1.8512,1.8512,-1.2233,-1.2233,1.2058,1.2058,-1.333,-1.333,0.94012,0.94012,-0.73537,-0.73537,-0.50105,-0.50105,1.4873,1.4873,-0.46376,-0.46376,0.84063,0.84063,0.39662,0.39662,-0.9712,-0.9712,1.8811,1.8811,-0.94697,-0.94697,-0.58688,-0.58688,0.47187,0.47187,0.61809,0.61809,-0.49585,-0.49585,0.21788,0.21788,-0.27156,-0.27156,1.2709,1.2709,0.83191,0.83191,-2.9296,-2.9296,0.95858,0.95858,-1.146,-1.146,0.25982,0.25982,2.2694,2.2694,1.2265,1.2265,0.060135,0.060135,-1.4435,-1.4435,-0.70403,-0.70403,-2.1041,-2.1041,0.65243,0.65243,-3.1707,-3.1707,1.6527,1.6527,-0.88553,-0.88553,1.1098,1.1098,-0.4869,-0.4869,0.98999,0.98999,1.149,1.149,1.5382,1.5382,-0.070713,-0.070713,0.064855,0.064855,1.4293,1.4293,-0.32829,-0.32829,-1.0063,-1.0063,-2.6807,-2.6807,1.7819,1.7819,-3.1937,-3.1937,-2.5591,-2.5591,0.69998,0.69998,-1.1051,-1.1051,-1.3004,-1.3004,0.35235,0.35235,1.3695,1.3695,-3.4336,-3.4336
-0.58541,-0.58541,-0.30085,-0.30085,-0.75871,-0.75871,-0.26255,-0.26255,-1.4989,-1.4989,-1.7502,-1.7502,0.22683,0.22683,-0.067722,-0.067722,-7.2921,-7.2921,-0.17116,-0.17116,0.58703,0.58703,0.19177,0.19177,0.8659,0.8659,-1.7751,-1.7751,1.4037,1.4037,-0.306,-0.306,2.2065,2.2065,0.21108,0.21108,0.17595,0.17595,1.1382,1.1382,-1.5595,-1.5595,-0.37129,-0.37129,0.24133,0.24133,-1.1926,-1.1926,0.075423,0.075423,0.87711,0.87711,1.497,1.497,-1.4257,-1.4257,-0.66691,-0.66691,-0.83235,-0.83235,3.9243,3.9243,1.9659,1.9659,-0.85603,-0.85603,3.1616,3.1616,-2.9487,-2.9447,0.14785,0.14785,1.2367,1.2367,-0.50909,-0.50909,-0.79476,-0.79476,0.033683,0.033683,-1.5551,-1.5551,-0.19428,-0.19428,-0.20038,-0.20038,-3.3598,-3.3598,1.2757,1.2757,0.87216,0.87216,0.033485,0.033485,-1.8221,-1.8221,1.8005,1.8005,1.1371,1.1371,1.7763,1.7763,0.42609,0.42609,-0.0077826,-0.0077826,-2.402,-2.402,1.1353,1.1353,-0.96317,-0.96317,-2.6565,-2.6565,0.79966,0.79966,-2.5384,-2.5384,-0.95883,-0.95883,-1.2255,-1.2255,0.75118,0.75118,-0.45211,-0.45211,-1.1376,-1.1376,0.61504,0.61504,-3.9541,-3.9541
-1.3553,-1.3553,-0.87829,-0.87829,0.43513,0.43513,-0.74875,-0.74875,-0.63361,-0.63361,-1.9716,-1.9716,0.97813,0.97813,0.54314,0.54314,-2.6089,-2.6089,0.77787,0.77787,1.4484,1.4484,0.019838,0.019838,3.2379,3.2379,-3.2198,-3.2198,2.0964,2.0964,0.0058744,0.0058744,-0.51069,-0.51069,1.4193,1.4193,0.066835,0.066835,2.6856,2.6856,-0.83975,-0.83975,-0.96147,-0.96147,0.31559,0.31559,0.34395,0.34395,0.80934,0.80934,2.8489,2.8489,0.34547,0.34547,-1.4234,-1.4234,-0.69723,-0.69723,0.57624,0.57624,3.7571,3.7571,1.7457,1.7457,0.47625,0.47625,2.7084,2.7084,-0.81178,-0.81178,-0.29657,-0.29657,2.5195,2.5195,-0.52627,-0.52627,1.3539,1.3539,-1.3695,-1.3695,-0.36768,-0.36768,-0.94209,-0.94209,-0.11212,-0.11212,-2.2252,-2.2252,1.8831,1.8831,-1.8007,-1.8007,0.24396,0.24396,-0.66346,-0.66346,2.6483,2.6483,1.6444,1.6444,1.0011,1.0011,-2.3589,-2.3589,-1.3931,-1.3931,-0.51605,-0.51605,-1.1162,-1.1162,0.47214,0.47214,-2.0823,-2.0823,1.4518,1.4518,-3.032,-3.032,-4.5297,-4.5297,-0.41371,-0.41371,-4.806,-4.806,-0.27539,-0.27539,-2.6678,-2.6678,1.185,1.185,-5.5928,-5.5928
